label,finalScore,finalCash,buildingsPlaced,tilesUsed,serviceShare,housingShare,commercialShare,cashReserve,housingSizeBias,industryAppetite,damPolicy,drainagePolicy,olympicsIntent,slumUpgrades,expansionTiming,twistOrder,treasureTile,treasureHit,preparedFlood,pandemicMet,olympicsQualified,industryPowerShare,industryWaterShare
random,883,169.8,94,94,0.248,0.352,0.204,0.196,mixed,none,early,none,opportunistic,3,late,flood|pandemic|immigration,6,10,false,true,false,true,0.000,0.000
random,968,72.3,85,85,0.444,0.174,0.288,0.094,medium,none,never,none,opportunistic,3,spread,pandemic|flood|immigration,0,10,true,false,false,true,0.000,0.000
random,-1349,379.5,92,92,0.233,0.359,0.190,0.218,medium,small,after-flood,partial,opportunistic,1,year0,immigration|flood|pandemic,1,0,true,true,false,true,0.000,0.101
random,2156,121.3,63,63,0.645,0.040,0.062,0.254,medium,none,never,none,committed,4,year0,immigration|flood|pandemic,8,4,false,false,false,false,0.000,0.000
random,740,10.8,125,125,0.419,0.279,0.213,0.089,large,small,never,partial,committed,0,late,pandemic|flood|immigration,3,5,true,true,false,true,0.000,0.000
random,555,315.8,70,70,0.396,0.203,0.185,0.216,large,small,never,none,committed,4,year0,immigration|flood|pandemic,10,1,false,false,false,true,0.000,0.022
random,1289,3.0,115,115,0.423,0.283,0.123,0.170,small,none,after-flood,full,opportunistic,3,spread,flood|immigration|pandemic,6,1,false,true,false,true,0.000,0.000
random,1636,27.0,121,121,0.439,0.218,0.301,0.042,large,medium,after-flood,full,ignore,1,late,pandemic|flood|immigration,6,15,false,true,false,true,0.000,0.150
random,-93,122.5,96,96,0.411,0.180,0.305,0.104,mixed,medium,early,none,committed,0,spread,pandemic|flood|immigration,3,14,false,true,false,true,0.000,0.076
random,1572,76.3,72,72,0.595,0.043,0.281,0.082,mixed,large,after-flood,none,ignore,0,spread,flood|pandemic|immigration,0,8,true,true,false,false,0.000,0.000
random,-1111,90.3,93,93,0.260,0.530,0.176,0.034,mixed,none,never,none,committed,0,late,pandemic|flood|immigration,11,5,false,false,false,true,0.000,0.000
random,129,341.0,119,119,0.245,0.215,0.297,0.243,mixed,large,after-flood,partial,opportunistic,2,year0,immigration|flood|pandemic,5,1,true,true,false,false,0.000,0.000
random,1588,576.0,109,109,0.492,0.117,0.265,0.127,mixed,none,never,none,committed,0,late,immigration|pandemic|flood,0,15,false,false,false,true,0.000,0.000
random,-41,393.3,108,108,0.223,0.207,0.328,0.241,large,medium,never,full,opportunistic,2,year0,flood|pandemic|immigration,11,12,false,true,false,false,0.000,0.000
random,1452,241.0,110,110,0.293,0.139,0.271,0.297,large,large,early,partial,committed,0,late,flood|pandemic|immigration,10,7,false,true,false,true,0.000,0.000
random,1571,227.3,76,76,0.285,0.304,0.086,0.325,small,large,early,none,committed,3,late,pandemic|flood|immigration,1,6,true,true,false,false,0.000,0.000
random,425,212.3,68,68,0.385,0.269,0.200,0.145,mixed,none,never,none,ignore,3,year0,pandemic|flood|immigration,6,9,false,false,false,false,0.000,0.000
random,121,42.0,115,115,0.380,0.232,0.218,0.170,mixed,large,early,full,committed,0,spread,flood|immigration|pandemic,0,13,true,true,false,true,0.000,0.000
random,393,60.5,94,94,0.495,0.245,0.138,0.123,large,large,after-flood,full,opportunistic,3,year0,immigration|flood|pandemic,2,14,false,true,false,false,0.000,0.090
random,-2902,102.0,87,87,0.232,0.324,0.335,0.109,mixed,none,never,none,opportunistic,2,spread,pandemic|flood|immigration,10,12,false,false,false,true,0.000,0.000
random,1288,168.3,83,83,0.473,0.103,0.185,0.239,large,large,after-flood,none,ignore,3,spread,immigration|pandemic|flood,2,2,true,true,false,false,0.000,0.000
random,1769,384.0,90,90,0.498,0.147,0.198,0.157,small,large,never,none,ignore,0,late,pandemic|immigration|flood,2,6,true,false,false,false,0.000,0.167
random,911,136.8,64,64,0.599,0.200,0.072,0.129,large,large,early,none,committed,2,year0,pandemic|flood|immigration,4,4,true,true,false,false,0.000,0.000
random,197,59.3,88,88,0.486,0.270,0.094,0.150,large,none,never,partial,ignore,1,year0,pandemic|immigration|flood,0,13,false,true,false,false,0.000,0.000
random,2230,114.0,104,104,0.412,0.207,0.269,0.112,mixed,large,early,none,committed,3,late,flood|pandemic|immigration,5,10,true,true,true,true,0.000,0.000
random,707,231.0,65,65,0.401,0.210,0.092,0.297,mixed,medium,early,none,committed,2,year0,immigration|pandemic|flood,3,8,true,true,false,false,0.000,0.000
random,185,359.0,99,99,0.215,0.284,0.243,0.257,small,small,after-flood,none,ignore,3,year0,flood|immigration|pandemic,2,1,true,true,false,false,0.000,0.000
random,974,6.0,97,97,0.462,0.225,0.154,0.158,mixed,large,after-flood,full,ignore,4,spread,pandemic|immigration|flood,5,9,true,true,false,false,0.000,0.052
random,2195,912.0,78,78,0.446,0.015,0.310,0.229,medium,none,never,none,ignore,3,late,immigration|pandemic|flood,5,0,false,false,true,true,0.000,0.000
random,-162,7.3,128,128,0.401,0.235,0.330,0.034,large,medium,after-flood,full,opportunistic,0,spread,pandemic|flood|immigration,11,11,true,true,false,true,0.000,0.092
random,978,174.0,74,74,0.315,0.054,0.432,0.199,mixed,none,early,none,ignore,1,spread,pandemic|immigration|flood,1,2,true,true,false,false,0.000,0.000
random,1957,150.0,67,67,0.543,0.090,0.094,0.273,medium,large,early,none,committed,3,year0,immigration|flood|pandemic,8,3,false,true,false,false,0.000,0.000
random,1850,209.8,95,95,0.458,0.177,0.168,0.196,medium,none,early,none,opportunistic,1,late,pandemic|flood|immigration,7,2,false,true,false,true,0.000,0.000
random,1252,149.0,121,121,0.311,0.218,0.355,0.116,small,small,early,none,opportunistic,1,late,pandemic|flood|immigration,8,9,true,true,false,true,0.000,0.267
random,2160,809.0,150,150,0.298,0.050,0.381,0.272,small,small,after-flood,partial,committed,4,late,immigration|pandemic|flood,4,12,true,true,true,true,0.000,0.000
random,2503,371.3,95,95,0.375,0.132,0.237,0.256,mixed,large,never,none,opportunistic,3,late,flood|immigration|pandemic,6,10,false,false,true,true,0.000,0.000
random,1512,59.5,67,67,0.491,0.078,0.406,0.025,large,large,never,none,ignore,4,spread,pandemic|immigration|flood,0,10,true,false,false,false,0.000,0.095
random,2057,544.5,99,99,0.587,0.052,0.066,0.295,mixed,medium,never,full,opportunistic,4,late,flood|pandemic|immigration,2,15,false,true,true,false,0.000,0.000
random,1900,400.0,72,72,0.733,0.128,0.035,0.105,small,none,after-flood,none,committed,1,late,flood|pandemic|immigration,0,14,false,true,false,false,0.000,0.000
random,-197,94.8,86,86,0.432,0.361,0.033,0.174,mixed,large,never,partial,committed,3,year0,pandemic|flood|immigration,1,0,false,true,false,false,0.000,0.000
random,-584,49.0,74,74,0.421,0.265,0.251,0.063,medium,large,after-flood,none,committed,3,spread,immigration|pandemic|flood,10,7,false,false,false,true,0.000,0.000
random,1021,237.8,95,95,0.315,0.249,0.192,0.244,mixed,medium,early,none,opportunistic,1,late,pandemic|immigration|flood,10,8,false,true,false,true,0.000,0.083
random,1906,71.5,99,99,0.423,0.095,0.123,0.358,mixed,none,early,full,ignore,3,year0,flood|immigration|pandemic,4,5,true,true,false,false,0.000,0.000
random,879,71.8,133,133,0.359,0.212,0.285,0.144,small,medium,never,full,committed,0,spread,pandemic|flood|immigration,2,3,true,true,false,true,0.000,0.000
random,1899,181.5,122,122,0.462,0.176,0.134,0.228,small,none,early,full,committed,2,late,flood|pandemic|immigration,9,2,true,true,false,true,0.000,0.000
random,-1604,202.8,80,80,0.255,0.384,0.089,0.272,mixed,none,never,partial,ignore,2,year0,flood|pandemic|immigration,5,8,true,true,false,false,0.000,0.000
random,422,242.8,72,72,0.336,0.277,0.214,0.173,medium,large,after-flood,none,ignore,3,year0,pandemic|immigration|flood,3,14,false,true,false,false,0.000,0.000
random,529,47.3,99,99,0.475,0.176,0.125,0.225,mixed,medium,after-flood,partial,opportunistic,1,spread,pandemic|immigration|flood,4,11,true,true,false,false,0.000,0.000
random,1803,10.5,95,95,0.785,0.136,0.004,0.075,mixed,none,never,full,ignore,4,spread,immigration|flood|pandemic,6,14,false,true,false,false,0.000,0.000
random,2126,9.0,117,117,0.428,0.070,0.436,0.065,mixed,medium,never,full,opportunistic,4,year0,flood|immigration|pandemic,2,10,false,true,false,true,0.000,0.239
random,995,5.8,96,96,0.509,0.288,0.000,0.202,mixed,medium,early,full,opportunistic,1,late,pandemic|immigration|flood,9,15,false,true,false,false,0.000,0.000
random,241,79.0,145,145,0.276,0.151,0.513,0.060,large,medium,never,full,opportunistic,0,spread,immigration|pandemic|flood,10,14,false,true,false,true,0.000,0.000
random,2827,244.3,89,89,0.452,0.131,0.176,0.241,large,medium,early,none,opportunistic,4,late,pandemic|flood|immigration,7,14,true,true,true,true,0.000,0.167
random,30,373.0,118,118,0.189,0.217,0.310,0.285,medium,none,after-flood,full,opportunistic,4,year0,immigration|pandemic|flood,10,13,true,true,false,true,0.000,0.000
random,1003,207.0,78,78,0.526,0.294,0.145,0.034,large,none,after-flood,none,committed,3,year0,pandemic|flood|immigration,3,8,true,true,false,true,0.000,0.000
random,1589,1095.0,88,88,0.400,0.006,0.361,0.233,mixed,small,after-flood,none,committed,0,spread,flood|pandemic|immigration,9,4,true,true,false,true,0.200,0.083
random,1436,21.8,103,103,0.552,0.205,0.052,0.191,medium,large,early,partial,ignore,0,late,flood|pandemic|immigration,1,2,false,true,false,false,0.000,0.000
random,2136,75.8,125,125,0.454,0.111,0.223,0.212,small,medium,never,partial,committed,0,spread,immigration|flood|pandemic,5,3,true,true,false,true,0.000,0.000
random,1314,49.0,127,127,0.437,0.174,0.183,0.206,small,medium,never,full,opportunistic,2,spread,flood|pandemic|immigration,9,14,true,true,false,true,0.000,0.000
random,1357,44.8,123,123,0.387,0.252,0.231,0.130,large,medium,early,full,committed,2,late,immigration|flood|pandemic,5,13,true,true,false,true,0.000,0.000
random,-44,141.3,78,78,0.265,0.201,0.373,0.161,mixed,large,never,none,ignore,3,spread,flood|pandemic|immigration,10,1,false,false,false,false,0.000,0.000
random,2216,135.3,133,133,0.500,0.129,0.244,0.127,mixed,medium,after-flood,partial,committed,2,late,immigration|pandemic|flood,7,8,true,true,false,true,0.000,0.000
random,1385,914.5,130,130,0.379,0.047,0.409,0.164,medium,large,after-flood,partial,opportunistic,0,late,pandemic|immigration|flood,10,15,false,true,false,true,0.000,0.000
random,-91,263.8,108,108,0.283,0.200,0.281,0.236,large,medium,early,partial,opportunistic,2,year0,flood|pandemic|immigration,1,14,false,true,false,true,0.000,0.040
random,1920,805.5,80,80,0.547,0.014,0.054,0.386,medium,large,never,partial,committed,4,late,pandemic|immigration|flood,7,3,true,true,true,false,0.000,0.000
random,1755,2.3,85,85,0.711,0.083,0.066,0.140,large,small,early,partial,opportunistic,2,spread,immigration|pandemic|flood,0,14,false,true,false,false,0.000,0.000
random,1263,70.8,79,79,0.285,0.293,0.342,0.081,mixed,small,early,none,ignore,2,late,pandemic|flood|immigration,2,9,true,true,false,false,0.000,0.000
random,676,14.8,78,78,0.384,0.212,0.397,0.006,medium,none,after-flood,partial,ignore,4,spread,pandemic|flood|immigration,4,9,true,true,false,false,0.000,0.000
random,-57,117.8,96,96,0.406,0.400,0.042,0.151,small,small,never,partial,ignore,2,year0,flood|pandemic|immigration,10,2,false,true,false,false,0.000,0.000
random,1978,571.5,109,109,0.693,0.013,0.284,0.010,small,none,early,partial,ignore,3,late,pandemic|flood|immigration,2,11,true,true,true,false,0.000,0.000
random,753,121.0,112,112,0.356,0.207,0.251,0.186,large,none,never,partial,opportunistic,4,year0,immigration|pandemic|flood,1,7,true,true,false,false,0.000,0.000
random,-239,488.0,95,95,0.215,0.076,0.464,0.245,medium,large,never,none,opportunistic,0,spread,immigration|pandemic|flood,0,11,true,false,false,false,0.000,0.000
random,2248,233.0,88,88,0.427,0.128,0.288,0.158,mixed,none,early,none,committed,4,year0,immigration|flood|pandemic,11,3,false,true,false,true,0.000,0.000
random,2098,60.5,119,119,0.389,0.273,0.244,0.093,small,medium,never,full,ignore,4,late,pandemic|flood|immigration,10,6,false,true,true,false,0.000,0.111
random,1748,79.0,73,73,0.394,0.281,0.191,0.133,large,medium,never,none,ignore,4,late,flood|pandemic|immigration,0,8,true,false,false,false,0.000,0.078
random,2064,7.8,106,106,0.408,0.102,0.326,0.164,small,small,early,partial,ignore,4,spread,immigration|flood|pandemic,0,7,true,true,false,false,0.000,0.042
random,1895,13.5,119,119,0.455,0.336,0.199,0.010,small,medium,after-flood,full,ignore,2,late,flood|immigration|pandemic,11,15,false,true,false,false,0.000,0.146
random,1859,186.5,115,115,0.505,0.170,0.131,0.195,large,none,after-flood,full,committed,2,late,immigration|pandemic|flood,4,13,false,true,false,true,0.000,0.000
random,2043,1167.8,128,128,0.526,0.006,0.335,0.132,small,medium,early,full,committed,2,spread,flood|immigration|pandemic,0,9,true,true,false,true,0.067,0.125
random,1999,442.5,69,69,0.649,0.057,0.065,0.229,mixed,medium,after-flood,none,ignore,1,year0,immigration|flood|pandemic,10,0,false,true,false,false,0.000,0.000
random,1877,755.0,95,95,0.595,0.085,0.275,0.044,mixed,small,early,none,committed,2,late,flood|pandemic|immigration,3,3,true,true,false,true,0.000,0.111
random,-2965,119.8,57,57,0.299,0.395,0.065,0.241,medium,medium,never,none,ignore,2,spread,flood|pandemic|immigration,3,4,true,false,false,false,0.000,0.000
random,1566,147.0,124,124,0.334,0.084,0.267,0.315,mixed,small,early,full,opportunistic,1,spread,pandemic|flood|immigration,6,8,false,true,false,true,0.000,0.083
random,1680,1.3,90,90,0.551,0.376,0.025,0.047,medium,medium,after-flood,partial,committed,4,late,flood|pandemic|immigration,1,7,true,true,true,false,0.000,0.000
random,1138,175.0,67,67,0.414,0.148,0.276,0.162,large,medium,after-flood,none,ignore,1,year0,immigration|flood|pandemic,0,4,true,true,false,false,0.000,0.000
random,1630,4.5,102,102,0.390,0.353,0.191,0.065,large,small,after-flood,partial,ignore,2,late,flood|pandemic|immigration,1,6,true,true,false,false,0.000,0.000
random,775,90.8,91,91,0.415,0.182,0.201,0.202,large,medium,early,partial,ignore,2,spread,flood|immigration|pandemic,10,1,false,true,false,false,0.000,0.000
random,1825,167.3,72,72,0.498,0.104,0.141,0.257,small,none,never,none,ignore,4,year0,flood|immigration|pandemic,9,6,false,false,false,false,0.000,0.000
random,2207,950.5,145,145,0.549,0.035,0.404,0.013,mixed,none,early,partial,opportunistic,4,late,flood|pandemic|immigration,7,5,true,true,true,true,0.000,0.000
random,2137,43.0,114,114,0.537,0.075,0.328,0.060,small,medium,early,full,ignore,3,year0,flood|immigration|pandemic,5,13,true,true,false,false,0.000,0.111
random,-2036,8.0,90,90,0.412,0.362,0.143,0.083,large,large,early,full,ignore,0,spread,immigration|flood|pandemic,4,3,false,true,false,false,0.000,0.000
random,1826,135.8,80,80,0.545,0.142,0.263,0.050,mixed,large,after-flood,none,opportunistic,3,year0,flood|pandemic|immigration,8,3,false,true,false,true,0.000,0.137
random,541,24.8,116,116,0.232,0.403,0.213,0.152,small,large,never,full,ignore,0,late,flood|pandemic|immigration,7,5,true,true,false,false,0.000,0.000
random,-1126,118.5,131,131,0.199,0.306,0.298,0.197,small,small,never,partial,committed,0,spread,immigration|pandemic|flood,0,11,true,true,false,true,0.000,0.028
random,-184,418.3,106,106,0.169,0.235,0.342,0.254,small,none,after-flood,partial,ignore,2,year0,immigration|pandemic|flood,1,0,false,true,false,false,0.000,0.000
random,-2886,94.0,79,79,0.309,0.477,0.104,0.110,large,none,never,full,ignore,4,year0,immigration|flood|pandemic,6,13,false,true,false,false,0.000,0.000
random,-752,7.8,85,85,0.395,0.303,0.191,0.111,medium,large,early,partial,ignore,4,spread,pandemic|flood|immigration,9,4,false,true,false,false,0.000,0.000
random,1932,945.0,131,131,0.551,0.006,0.379,0.063,small,none,never,partial,opportunistic,2,late,flood|pandemic|immigration,6,9,false,true,false,true,0.000,0.000
random,1779,2.0,109,109,0.482,0.185,0.296,0.038,small,none,early,full,ignore,3,year0,pandemic|immigration|flood,10,12,false,true,false,false,0.000,0.000
random,-1863,243.3,47,47,0.352,0.430,0.055,0.163,large,large,after-flood,none,ignore,4,year0,flood|pandemic|immigration,3,13,false,true,false,false,0.000,0.000
random,1479,87.0,129,129,0.281,0.355,0.203,0.161,mixed,none,never,full,committed,4,late,immigration|flood|pandemic,4,1,true,true,true,true,0.000,0.000
random,-2981,116.5,85,85,0.264,0.418,0.020,0.297,large,large,early,full,opportunistic,0,year0,flood|immigration|pandemic,7,5,true,true,false,false,0.000,0.000
random,-1320,5.0,108,108,0.322,0.304,0.276,0.098,large,large,early,full,committed,3,spread,pandemic|immigration|flood,6,1,false,true,false,true,0.000,0.000
random,-777,39.5,91,91,0.312,0.286,0.269,0.133,large,medium,never,full,ignore,2,spread,immigration|flood|pandemic,4,2,true,true,false,false,0.000,0.000
random,101,62.8,105,105,0.363,0.358,0.030,0.249,small,large,never,full,opportunistic,1,year0,flood|pandemic|immigration,3,13,true,true,false,false,0.000,0.000
random,432,9.0,97,97,0.407,0.189,0.378,0.025,large,small,early,full,opportunistic,4,spread,flood|immigration|pandemic,10,13,false,true,false,true,0.000,0.000
random,1833,72.5,137,137,0.462,0.186,0.270,0.082,medium,small,never,partial,opportunistic,0,late,immigration|flood|pandemic,3,1,true,true,false,true,0.000,0.000
random,1369,83.0,101,101,0.312,0.293,0.349,0.045,mixed,large,early,none,committed,2,late,flood|pandemic|immigration,9,11,false,true,false,true,0.000,0.146
random,-3268,104.3,73,73,0.251,0.406,0.176,0.167,medium,small,early,none,committed,4,spread,pandemic|flood|immigration,10,15,false,true,false,false,0.000,0.000
random,-125,8.0,106,106,0.429,0.313,0.114,0.144,small,small,early,full,committed,1,spread,flood|pandemic|immigration,7,13,true,true,false,false,0.000,0.000
random,1908,61.3,121,121,0.289,0.258,0.300,0.154,mixed,large,never,partial,opportunistic,4,late,flood|pandemic|immigration,0,12,true,true,false,true,0.000,0.000
random,1854,88.0,127,127,0.302,0.237,0.279,0.182,large,small,after-flood,partial,ignore,3,late,flood|immigration|pandemic,10,11,false,true,true,true,0.000,0.222
random,145,84.3,78,78,0.478,0.232,0.211,0.080,medium,small,never,none,opportunistic,4,spread,pandemic|immigration|flood,9,1,false,false,false,true,0.000,0.025
random,784,52.3,137,137,0.299,0.147,0.350,0.204,small,small,never,partial,opportunistic,1,spread,flood|immigration|pandemic,3,9,true,true,false,false,0.000,0.000
random,850,28.8,107,107,0.469,0.214,0.024,0.293,small,small,early,full,opportunistic,1,spread,immigration|flood|pandemic,7,5,true,true,false,false,0.000,0.016
random,1425,127.8,111,111,0.404,0.224,0.260,0.112,small,large,never,partial,opportunistic,3,year0,flood|immigration|pandemic,8,6,false,true,false,true,0.000,0.000
random,-226,238.3,127,127,0.270,0.261,0.338,0.132,large,none,early,full,opportunistic,0,year0,pandemic|flood|immigration,9,1,true,true,false,true,0.000,0.000
random,-882,11.3,109,109,0.329,0.281,0.190,0.200,medium,medium,after-flood,partial,opportunistic,3,spread,flood|immigration|pandemic,4,15,false,true,false,true,0.000,0.000
random,1840,21.3,105,105,0.440,0.108,0.107,0.345,mixed,medium,after-flood,partial,committed,2,spread,flood|immigration|pandemic,6,2,false,true,false,false,0.000,0.000
random,1690,107.0,130,130,0.450,0.168,0.314,0.067,small,none,early,none,opportunistic,0,late,flood|pandemic|immigration,5,6,true,true,false,true,0.000,0.000
random,-1118,159.5,44,44,0.494,0.379,0.023,0.105,large,medium,never,none,committed,3,year0,pandemic|immigration|flood,0,8,false,false,false,false,0.000,0.000
random,1645,505.0,104,104,0.569,0.104,0.102,0.226,mixed,none,early,full,ignore,1,late,immigration|pandemic|flood,3,10,true,true,false,false,0.000,0.000
random,2114,90.3,99,99,0.483,0.272,0.212,0.033,mixed,small,never,none,opportunistic,4,late,flood|pandemic|immigration,2,14,false,false,false,true,0.000,0.067
random,-3018,24.5,85,85,0.288,0.465,0.086,0.161,medium,medium,never,full,ignore,2,spread,pandemic|flood|immigration,0,9,true,true,false,false,0.000,0.000
random,2045,102.0,125,125,0.434,0.221,0.182,0.163,large,small,after-flood,partial,opportunistic,3,late,immigration|flood|pandemic,5,15,true,true,true,true,0.000,0.083
random,2096,220.5,70,70,0.539,0.129,0.023,0.309,medium,medium,early,none,committed,2,late,pandemic|immigration|flood,10,14,false,true,false,false,0.000,0.000
random,1507,46.8,94,94,0.423,0.282,0.034,0.260,medium,small,after-flood,partial,ignore,3,late,flood|immigration|pandemic,5,14,true,true,true,false,0.000,0.000
random,1501,820.8,87,87,0.741,0.060,0.083,0.115,medium,small,after-flood,partial,opportunistic,2,late,flood|pandemic|immigration,11,15,false,true,false,false,0.000,0.000
random,807,266.0,77,77,0.447,0.244,0.165,0.144,mixed,small,never,none,opportunistic,3,year0,pandemic|flood|immigration,9,1,false,false,false,true,0.000,0.000
random,2142,113.0,122,122,0.362,0.110,0.311,0.217,small,small,never,partial,opportunistic,4,year0,flood|immigration|pandemic,4,2,true,true,false,true,0.000,0.083
random,1167,170.3,102,102,0.224,0.121,0.393,0.262,large,small,never,partial,ignore,3,spread,immigration|pandemic|flood,5,15,false,true,false,false,0.000,0.021
random,-575,159.8,79,79,0.325,0.213,0.329,0.132,mixed,medium,never,none,opportunistic,2,spread,immigration|flood|pandemic,9,9,false,false,false,true,0.000,0.000
random,2245,14.0,94,94,0.751,0.231,0.006,0.012,small,medium,never,partial,opportunistic,4,late,immigration|pandemic|flood,6,0,false,true,true,false,0.000,0.000
random,1100,1312.0,43,43,0.564,0.040,0.065,0.332,medium,large,early,none,opportunistic,0,late,immigration|flood|pandemic,6,0,false,true,false,false,0.000,0.000
random,1351,31.3,100,100,0.487,0.159,0.181,0.172,small,large,after-flood,partial,ignore,0,spread,immigration|pandemic|flood,8,13,false,true,false,false,0.000,0.122
random,1035,6.8,94,94,0.603,0.218,0.159,0.020,medium,small,never,full,ignore,4,spread,pandemic|immigration|flood,4,7,true,true,false,false,0.000,0.080
random,2151,436.8,109,109,0.546,0.076,0.258,0.119,large,none,early,partial,committed,3,spread,pandemic|immigration|flood,1,2,true,true,false,true,0.000,0.000
random,2565,310.0,144,144,0.435,0.116,0.299,0.150,small,large,early,partial,opportunistic,4,late,immigration|pandemic|flood,11,14,false,true,true,true,0.000,0.063
random,619,58.3,91,91,0.418,0.313,0.018,0.251,small,large,never,partial,committed,2,year0,pandemic|flood|immigration,2,10,false,true,false,false,0.000,0.000
random,-149,1.8,88,88,0.502,0.243,0.063,0.192,large,large,never,full,opportunistic,3,spread,pandemic|flood|immigration,6,1,false,true,false,false,0.000,0.000
random,1193,173.3,123,123,0.243,0.317,0.202,0.238,small,none,never,partial,committed,0,late,immigration|flood|pandemic,6,5,false,true,false,true,0.000,0.000
random,-151,88.3,81,81,0.292,0.426,0.216,0.065,medium,medium,after-flood,none,ignore,0,late,pandemic|immigration|flood,11,14,false,true,false,false,0.000,0.000
random,855,107.3,81,81,0.497,0.123,0.235,0.146,large,medium,early,none,committed,2,spread,pandemic|flood|immigration,6,14,false,true,false,true,0.000,0.000
random,2829,197.0,131,131,0.646,0.153,0.164,0.037,medium,medium,after-flood,full,opportunistic,4,late,pandemic|flood|immigration,3,10,true,true,true,true,0.000,0.000
random,-1154,146.8,103,103,0.249,0.215,0.368,0.168,mixed,none,after-flood,none,opportunistic,3,spread,pandemic|flood|immigration,4,2,true,true,false,true,0.000,0.000
random,505,341.5,81,81,0.367,0.233,0.220,0.179,large,medium,after-flood,none,committed,1,year0,pandemic|immigration|flood,3,8,true,true,false,true,0.000,0.000
random,1761,1032.0,76,76,0.459,0.093,0.170,0.278,large,medium,after-flood,none,opportunistic,3,late,immigration|flood|pandemic,10,0,false,true,true,true,0.000,0.000
random,1903,575.3,112,112,0.429,0.023,0.221,0.327,small,none,after-flood,full,committed,2,spread,pandemic|immigration|flood,6,9,false,true,false,true,0.000,0.000
random,-4659,84.5,83,83,0.186,0.340,0.437,0.037,large,large,never,none,committed,1,spread,flood|immigration|pandemic,3,9,true,false,false,true,0.000,0.000
random,707,244.8,92,92,0.334,0.230,0.226,0.210,small,none,early,none,committed,3,year0,immigration|flood|pandemic,0,6,true,true,false,false,0.000,0.000
random,755,196.8,120,120,0.388,0.191,0.154,0.267,mixed,small,never,full,committed,4,year0,immigration|flood|pandemic,10,0,false,true,false,true,0.000,0.000
random,-497,176.3,60,60,0.486,0.287,0.064,0.163,mixed,none,after-flood,none,ignore,1,year0,immigration|pandemic|flood,8,6,false,true,false,false,0.000,0.000
random,2337,57.5,124,124,0.563,0.145,0.158,0.133,small,medium,after-flood,full,committed,3,year0,flood|pandemic|immigration,0,13,false,true,false,true,0.000,0.000
random,1926,29.8,114,114,0.534,0.180,0.108,0.178,medium,small,after-flood,partial,ignore,2,late,immigration|flood|pandemic,6,7,false,true,false,false,0.000,0.133
random,1831,325.8,126,126,0.310,0.135,0.253,0.301,mixed,large,after-flood,partial,opportunistic,2,late,immigration|pandemic|flood,8,14,true,true,false,true,0.000,0.146
random,642,50.0,129,129,0.223,0.377,0.271,0.129,large,none,after-flood,full,committed,3,late,pandemic|flood|immigration,10,4,true,true,false,true,0.000,0.000
random,1878,367.3,87,87,0.337,0.028,0.342,0.293,large,medium,never,none,committed,1,spread,pandemic|immigration|flood,0,6,true,false,false,true,0.000,0.176
random,1617,344.3,105,105,0.513,0.027,0.433,0.027,large,large,never,partial,committed,0,year0,immigration|pandemic|flood,5,13,false,true,false,true,0.000,0.146
random,1965,710.5,108,108,0.338,0.051,0.356,0.254,large,medium,after-flood,partial,ignore,3,late,pandemic|flood|immigration,3,7,true,true,true,false,0.000,0.083
random,503,136.8,96,96,0.246,0.079,0.267,0.408,small,medium,early,full,ignore,2,spread,immigration|pandemic|flood,8,9,true,true,false,false,0.000,0.000
random,-1410,20.3,100,100,0.259,0.310,0.214,0.216,medium,none,after-flood,partial,ignore,4,spread,pandemic|immigration|flood,0,5,true,true,false,false,0.000,0.000
random,1639,688.3,93,93,0.589,0.041,0.028,0.342,small,small,after-flood,full,opportunistic,1,late,immigration|flood|pandemic,9,7,false,true,false,false,0.000,0.000
random,700,190.3,75,75,0.442,0.145,0.064,0.349,mixed,large,early,none,ignore,0,spread,pandemic|flood|immigration,4,11,false,true,false,false,0.000,0.000
random,-1750,96.0,114,114,0.211,0.265,0.373,0.152,mixed,small,early,partial,committed,3,spread,pandemic|flood|immigration,3,9,true,true,false,false,0.000,0.000
random,1499,121.0,73,73,0.520,0.099,0.294,0.087,medium,medium,early,none,ignore,3,spread,immigration|pandemic|flood,5,13,false,true,false,false,0.000,0.000
random,-1285,60.3,96,96,0.358,0.298,0.133,0.210,medium,small,after-flood,partial,committed,3,spread,immigration|pandemic|flood,1,8,false,true,false,true,0.000,0.000
random,-332,14.3,100,100,0.571,0.268,0.078,0.083,mixed,small,after-flood,partial,ignore,0,spread,pandemic|flood|immigration,0,8,true,true,false,false,0.000,0.000
random,1617,1659.0,87,87,0.367,0.025,0.188,0.420,large,large,never,partial,committed,0,late,pandemic|immigration|flood,4,3,true,true,false,true,0.200,0.167
random,-3840,83.3,79,79,0.197,0.369,0.353,0.081,large,large,never,none,opportunistic,2,spread,flood|pandemic|immigration,7,15,false,false,false,true,0.000,0.000
random,-664,184.3,102,102,0.317,0.316,0.325,0.042,mixed,none,early,full,committed,3,year0,flood|pandemic|immigration,1,10,true,true,false,true,0.000,0.000
random,1745,9.3,109,109,0.438,0.296,0.206,0.060,mixed,large,early,full,ignore,2,late,pandemic|flood|immigration,0,3,true,true,false,false,0.000,0.000
random,1465,718.3,126,126,0.494,0.085,0.253,0.169,large,small,never,full,committed,0,late,pandemic|immigration|flood,2,2,true,true,false,true,0.000,0.000
